stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
35,25,-1.0472,-0.698132,0.174533,0.174533,-1.03234,-0.684066,0.128746,0.115116,-1.48592,-0.393837,0.686807,0.891257
